cpf,gender,SeniorCitizen,Partner,Dependents
51202201776,Female,0,No,No
54541648792,Female,0,Yes,Yes
92104662761,Female,0,No,No
50152697497,Male,0,No,No
42036078508,Female,1,Yes,No
48330958744,Male,0,No,No
23836806053,Male,0,No,No
14579232623,Female,0,No,No
71485819741,Female,1,Yes,No
1501967924,Female,0,Yes,Yes
72092519280,Female,0,Yes,Yes
1828523348,Male,0,No,No
29704937997,Male,0,Yes,Yes
58291585580,Male,0,No,No
11639714995,Male,1,No,No
20757414257,Female,0,No,No
48739626253,Female,0,Yes,No
59188312402,Female,0,Yes,Yes
97736772495,Male,0,No,No
43435497807,Male,0,Yes,Yes
72965715606,Female,0,No,Yes
43802990315,Female,0,Yes,No
48042479638,Male,0,No,No
94091650,Male,0,Yes,Yes
57376242694,Male,0,No,No
62254920383,Male,0,No,No
69309140100,Male,0,Yes,No
52731172240,Female,1,Yes,No
64147569030,Male,1,No,No
1842933590,Male,0,No,No
98474229820,Male,0,No,No
35966771570,Male,0,No,No
39022624781,Female,1,Yes,No
36500329961,Female,1,Yes,No
9006476129,Male,0,Yes,Yes
44278735537,Female,0,Yes,No
40423169726,Female,0,No,No
92067549391,Female,1,No,No
93439690407,Female,1,Yes,Yes
53925287833,Female,1,Yes,Yes
35733813326,Female,0,Yes,Yes
7345330206,Male,0,Yes,No
36412247483,Male,0,Yes,Yes
9853720361,Female,0,Yes,No
35051602371,Female,0,No,No
25107155502,Female,0,No,No
87094042280,Female,0,Yes,No
45641199230,Male,0,Yes,Yes
55125380717,Male,1,No,No
81913505308,Male,0,No,No
49419715744,Female,0,Yes,Yes
55716632866,Male,0,Yes,No
24630616268,Male,0,Yes,No
18563520059,Female,1,No,No
76150420540,Female,0,Yes,No
98685697700,Male,1,No,No
14336080909,Male,1,Yes,No
1014610389,Male,0,No,Yes
92788881843,Male,0,No,No
93046163878,Female,0,Yes,Yes
81687851859,Male,0,No,No
56905096555,Male,1,No,No
68826728062,Female,0,Yes,Yes
7272081449,Male,0,Yes,Yes
72373564025,Female,0,No,No
78308306900,Male,0,No,No
78999514536,Male,0,Yes,No
49836714634,Female,0,No,No
74906688675,Female,1,No,No
75185711612,Male,0,Yes,No
45605956310,Male,0,Yes,No
43180739207,Male,0,Yes,Yes
258565373,Female,0,No,No
37773031606,Female,0,No,Yes
78719261527,Female,0,Yes,Yes
48720124023,Female,0,Yes,No
25455005421,Male,0,Yes,Yes
90809983974,Female,0,No,No
76738872402,Male,0,Yes,No
61630343846,Female,0,Yes,No
30009143580,Female,0,No,No
29493074188,Female,0,Yes,No
79965466220,Female,0,No,No
89735189682,Male,0,No,No
22527560040,Female,0,No,No
22302340566,Male,0,No,No
67712515867,Female,0,Yes,Yes
90418280525,Male,0,No,No
16660812300,Female,0,Yes,Yes
92788447990,Female,0,Yes,Yes
9863615269,Male,0,Yes,Yes
76958444205,Female,0,Yes,No
2248248806,Female,0,No,No
63137371481,Male,0,No,No
50311802699,Female,0,No,No
69141939670,Female,0,No,No
6104718990,Female,0,No,No
11992569274,Female,0,No,No
47688341086,Male,0,Yes,No
34141318116,Female,0,Yes,Yes
18140513253,Male,0,Yes,Yes
51790447070,Male,0,Yes,Yes
85609406773,Female,1,Yes,No
14878310308,Male,0,Yes,Yes
14564572253,Female,0,Yes,No
75794074000,Male,0,No,No
33744999882,Female,0,Yes,No
70933913621,Male,0,No,No
94126410600,Female,0,Yes,Yes
3267531845,Male,0,No,No
5763101073,Male,0,Yes,No
89654612518,Female,0,No,No
36064004703,Female,0,Yes,No
48679486914,Male,0,Yes,Yes
89484817033,Male,0,Yes,No
36100770180,Female,0,Yes,No
77375949301,Male,0,Yes,Yes
30781117178,Male,0,Yes,No
96004902101,Female,0,No,No
44415596746,Female,0,Yes,No
43338496591,Male,0,No,No
52391703392,Female,0,No,No
53004999277,Female,0,No,Yes
66536197704,Male,0,Yes,Yes
31739462432,Male,0,Yes,Yes
87238586568,Female,0,Yes,Yes
39276871462,Female,1,Yes,No
13493179693,Male,0,No,No
70605581797,Male,0,No,No
35792116253,Female,0,No,No
50698935489,Female,0,No,No
64639897030,Male,0,Yes,No
14557039316,Male,0,No,No
42718669209,Male,0,No,Yes
55290509216,Male,0,Yes,No
60001101544,Female,0,No,No
61619738473,Female,0,Yes,No
49812130004,Female,0,Yes,Yes
88238469945,Male,0,Yes,Yes
8672331095,Female,0,No,No
44817736500,Female,0,Yes,No
56192218811,Female,0,Yes,Yes
22063186448,Female,0,Yes,Yes
17613023613,Male,0,Yes,Yes
41693683555,Male,0,No,No
99167640346,Male,0,No,No
23919325290,Male,0,Yes,No
82671269374,Male,0,Yes,Yes
79499952209,Female,0,No,No
52964448418,Female,0,Yes,Yes
36868111460,Male,0,Yes,No
33064098047,Female,0,Yes,No
58771555986,Male,0,No,No
6278790203,Male,0,Yes,No
59120463707,Male,1,Yes,No
21626603260,Male,0,No,Yes
35841802950,Male,1,No,No
55999773741,Female,0,Yes,Yes
93957955149,Female,0,Yes,Yes
92474111735,Female,0,Yes,No
36703862540,Female,0,Yes,No
67611258478,Male,0,Yes,No
23300805651,Female,0,Yes,Yes
30829248242,Female,0,No,No
87321078892,Male,0,No,No
31273654897,Male,0,Yes,Yes
52207201988,Male,0,Yes,No
70842874186,Male,0,No,No
62796365182,Female,0,No,No
29555100500,Female,0,Yes,Yes
10819484261,Male,0,Yes,No
26230036029,Female,0,No,No
72235028357,Female,0,Yes,No
3424375349,Female,0,Yes,No
91692809164,Female,1,No,No
66316696850,Female,0,No,No
74033045430,Female,0,No,Yes
41061664961,Female,0,Yes,Yes
70084458062,Male,0,Yes,Yes
15176429659,Male,0,Yes,Yes
28092411557,Male,0,Yes,No
5096996182,Female,0,Yes,Yes
31525523279,Female,0,No,No
28058837725,Male,0,No,No
43540476245,Female,0,Yes,Yes
53950111530,Male,0,No,Yes
25586277832,Female,0,Yes,Yes
88260317460,Male,0,Yes,Yes
89030458828,Female,0,Yes,No
9718614206,Male,0,Yes,Yes
29355459238,Female,0,Yes,No
5596757713,Male,0,Yes,No
99113798332,Male,0,No,No
4576274503,Male,0,No,No
11608958990,Female,0,No,Yes
70152213309,Female,0,Yes,Yes
68960083429,Male,0,No,No
76128989934,Male,0,Yes,No
30746113919,Male,0,No,No
97992715683,Male,0,No,No
3387885229,Male,0,No,No
85898681841,Female,0,Yes,No
43976309095,Female,0,Yes,Yes
7379499963,Female,0,Yes,Yes
44574441038,Female,0,No,No
76926265453,Female,0,Yes,No
34759160450,Male,0,Yes,Yes
35983985906,Female,0,No,No
7996585709,Male,0,No,No
83756816796,Male,0,No,No
84340730726,Male,0,No,No
17761350086,Male,0,No,No
78836922325,Female,0,Yes,No
38540336995,Male,0,No,No
99528502393,Male,0,Yes,Yes
12653273519,Female,0,Yes,No
51497249040,Male,1,No,No
32234771447,Female,0,No,No
69509355526,Female,0,No,No
57020061788,Male,0,No,No
41364459469,Female,0,Yes,Yes
76121893990,Female,0,Yes,Yes
12706507691,Female,1,Yes,Yes
12228305669,Female,0,Yes,Yes
44685304560,Female,0,Yes,Yes
55595026340,Female,0,No,No
56077789402,Male,0,Yes,No
33276399067,Male,0,Yes,Yes
46008236998,Male,0,Yes,Yes
62690222078,Female,0,No,No
97550617970,Female,0,No,No
6701512038,Male,0,No,No
3934490760,Male,0,Yes,Yes
69721621811,Female,0,No,No
33391929600,Male,0,No,No
92105307132,Female,0,No,No
22600822895,Female,0,Yes,Yes
37742705460,Male,0,No,Yes
98578872878,Male,1,Yes,No
20632280190,Male,0,Yes,No
26980446673,Male,1,Yes,No
58952476018,Male,0,No,No
96064724501,Female,1,No,No
25737874788,Female,0,No,No
78840709444,Male,0,No,No
65777061230,Female,0,No,No
98897284272,Female,0,No,No
68092826102,Female,0,No,No
64170053729,Female,0,Yes,No
18605668806,Male,0,No,No
3166479503,Female,0,No,Yes
12798312434,Male,0,No,Yes
28535416064,Male,1,Yes,Yes
19919848042,Male,0,Yes,Yes
87017086783,Male,0,Yes,No
15207710702,Female,0,No,Yes
40433689501,Female,0,Yes,No
79672461011,Female,0,No,No
51109007019,Female,0,No,No
17850205014,Female,0,No,No
25497239293,Male,0,Yes,Yes
1029759901,Male,0,Yes,No
74753965929,Female,0,No,Yes
74425269420,Female,0,Yes,No
20416415334,Male,0,No,No
74051337979,Male,0,No,No
37669976888,Female,0,No,No
16085571704,Female,0,No,No
49058496830,Female,0,No,No
81449908039,Female,0,Yes,No
35862405704,Male,1,No,No
44509998600,Female,0,Yes,Yes
32453527940,Male,0,No,Yes
11110851880,Male,0,No,No
46689859371,Female,0,No,Yes
21359618333,Male,0,Yes,Yes
7348002234,Male,1,Yes,No
64259720503,Female,0,Yes,Yes
54829878177,Female,1,No,No
92147498416,Male,0,No,Yes
74604293767,Female,0,No,No
17847214687,Male,0,Yes,Yes
17275804514,Male,0,No,No
29267698818,Male,1,Yes,No
97988775430,Male,0,Yes,Yes
45847413440,Female,0,No,No
1929360509,Male,0,No,No
96275193409,Female,0,No,No
63890124895,Female,0,No,No
44793656137,Female,0,Yes,Yes
15686223092,Female,0,No,No
70659480565,Female,0,Yes,No
31602274304,Male,0,No,No
30372718680,Male,0,Yes,Yes
24475631165,Male,0,No,No
21380782805,Female,0,Yes,No
78066154585,Female,1,Yes,No
98586635600,Male,1,Yes,No
54180288206,Male,0,Yes,No
52128866944,Female,0,Yes,Yes
5946998439,Male,0,Yes,Yes
28828470500,Male,0,Yes,No
20313298807,Female,0,Yes,No
71232036668,Female,0,No,Yes
86427786288,Female,0,No,No
68527287650,Female,0,Yes,Yes
3208778333,Male,1,Yes,No
47106283355,Male,1,Yes,No
45573562304,Female,0,No,No
27700453500,Female,0,Yes,No
85973027392,Female,0,No,No
22857042400,Female,0,No,Yes
2555468900,Male,0,No,No
39770411698,Male,0,No,No
78815964657,Female,0,Yes,No
73865690416,Male,0,Yes,No
48467332204,Female,1,No,No
91248955803,Female,0,Yes,Yes
77006239451,Female,0,Yes,Yes
59942640754,Male,0,No,No
60895301237,Male,0,No,No
3398013872,Male,0,Yes,Yes
71628335602,Male,0,Yes,Yes
89058108023,Female,0,No,No
15337435680,Female,0,Yes,Yes
70277287103,Female,1,Yes,No
56596957950,Female,0,No,No
45759599526,Male,0,Yes,Yes
50553629107,Male,0,Yes,Yes
71485418321,Male,0,No,No
95252520780,Female,0,Yes,Yes
88216511930,Male,1,Yes,No
21457445255,Female,0,No,No
3027694715,Male,0,No,Yes
30882403583,Male,0,Yes,Yes
32124402951,Female,0,No,No
36340941257,Male,0,No,No
18052579511,Male,1,No,No
99004794166,Male,0,Yes,Yes
23254601858,Female,0,Yes,No
91134348533,Female,0,No,No
71339962780,Female,0,No,No
68612734223,Female,0,Yes,Yes
11202913806,Male,0,No,No
13014948012,Male,0,No,No
29890888149,Male,0,Yes,No
96645231946,Female,0,Yes,No
19908213326,Female,0,Yes,No
56831723659,Female,0,No,No
67041710378,Male,0,Yes,Yes
89191874017,Male,0,No,No
50133203484,Male,0,No,No
49560714856,Male,0,No,No
76507752592,Female,0,Yes,Yes
72316316069,Male,0,Yes,Yes
37811057093,Male,0,No,No
39963066798,Male,0,Yes,Yes
599469625,Female,0,Yes,Yes
69323370029,Male,0,No,No
71580097189,Female,0,No,No
40863323456,Male,0,Yes,Yes
30658744828,Female,1,No,No
88392375939,Male,0,No,No
9722858220,Male,0,No,No
58545513909,Female,0,Yes,No
19603482307,Female,0,Yes,Yes
67883873628,Female,0,Yes,No
93238004301,Female,0,Yes,Yes
64758466432,Male,0,No,Yes
86741637184,Male,0,Yes,Yes
20631755276,Female,0,Yes,No
97760145853,Female,0,Yes,Yes
40811441504,Male,0,No,No
72814361147,Female,0,Yes,Yes
68611460308,Male,0,Yes,Yes
61189260506,Female,0,No,No
55465426837,Female,0,No,No
36843771475,Female,0,Yes,Yes
3445459541,Male,0,Yes,No
66003011980,Male,0,No,No
62272386946,Male,0,Yes,No
74217368321,Female,0,Yes,Yes
85095709309,Male,0,No,No
40991650867,Female,0,Yes,Yes
11364034859,Male,0,No,No
48437700604,Male,0,No,No
27959514283,Male,0,No,No
95449669518,Female,0,No,Yes
42175627560,Female,0,No,No
28001617360,Female,0,Yes,Yes
44794592353,Male,0,No,No
51638326460,Male,0,No,No
89710017047,Female,0,Yes,No
78129457660,Male,0,Yes,No
13049484128,Female,0,No,No
42355283354,Male,0,No,Yes
72875679899,Male,0,Yes,No
13026564737,Male,0,Yes,Yes
71158821859,Male,1,Yes,No
70894107909,Female,0,No,No
11611464404,Male,0,No,Yes
61198309792,Female,0,No,No
54247388509,Male,0,Yes,No
23774877009,Male,0,No,No
7881253207,Male,1,Yes,No
51218082240,Male,0,No,No
67990966662,Female,0,Yes,No
2865383938,Female,0,No,No
57164682178,Male,0,Yes,No
370907043,Female,0,Yes,No
37808866938,Female,0,Yes,Yes
32070983471,Male,0,No,No
84926748738,Male,0,Yes,Yes
62965074457,Female,1,Yes,No
56572676560,Female,1,Yes,No
41982817933,Female,0,No,No
47795003460,Male,0,No,No
52202626964,Female,0,Yes,Yes
30326452559,Female,0,Yes,No
73309074056,Female,0,No,Yes
63516852224,Female,0,No,No
47675125819,Female,0,No,No
37990053667,Female,0,No,No
69332763330,Male,0,Yes,Yes
42285628331,Female,0,Yes,No
72372259369,Male,0,Yes,Yes
10337008949,Male,0,Yes,No
42340370442,Male,0,No,No
33331883840,Male,0,Yes,Yes
45612578024,Female,0,Yes,Yes
47371985109,Female,0,No,No
76968064596,Male,0,Yes,Yes
54421578304,Female,0,No,No
79264053298,Male,0,Yes,Yes
73968859308,Female,0,Yes,Yes
42883903972,Male,0,Yes,No
79978331530,Male,0,Yes,Yes
3219859666,Male,0,Yes,Yes
55102506668,Male,0,Yes,No
68606734780,Female,0,No,No
67149986358,Female,0,No,No
28959103837,Male,1,No,No
52427622176,Female,0,No,No
55963743931,Male,0,Yes,No
63994959462,Male,0,Yes,Yes
3895546500,Male,0,Yes,Yes
65317087350,Male,0,Yes,No
210273666,Female,0,No,Yes
63256732208,Female,0,No,No
34874939180,Female,0,No,No
66019109020,Male,0,No,No
48866073229,Male,0,No,No
64478937800,Male,0,Yes,Yes
59541760945,Male,0,Yes,Yes
9371645857,Male,1,Yes,No
10457346671,Female,0,Yes,Yes
94473387801,Male,1,No,No
5289056602,Female,0,Yes,Yes
51837847797,Male,1,Yes,No
19888374303,Female,0,Yes,Yes
45096859398,Female,0,Yes,Yes
80625023099,Male,0,No,No
89964692463,Male,0,Yes,No
34354869535,Male,0,Yes,Yes
21215603860,Female,0,Yes,No
71088035426,Female,1,Yes,No
69466049038,Female,0,No,No
37647476920,Female,0,No,Yes
11612215068,Female,0,No,No
39655868150,Male,0,Yes,Yes
90041589360,Male,0,Yes,No
33528660155,Female,0,Yes,No
38550029599,Male,0,No,No
73801012425,Male,1,Yes,No
57181580612,Female,0,No,No
19499913696,Male,1,No,No
50551919370,Male,0,No,No
96871867120,Female,1,No,No
70804929394,Female,0,Yes,Yes
28507196179,Female,0,Yes,No
29332134944,Female,1,No,No
52209400317,Male,0,Yes,No
71775885666,Female,0,Yes,Yes
27480661118,Male,0,No,No
26203069574,Female,0,Yes,No
16571211866,Female,0,Yes,Yes
60181123967,Male,0,Yes,No
93302559810,Male,0,Yes,Yes
79206231464,Female,0,Yes,Yes
59688910929,Male,0,Yes,Yes
61968045023,Female,0,Yes,No
52112036076,Female,0,No,Yes
81641804408,Male,0,No,No
60819714062,Female,0,No,No
83469544921,Male,0,Yes,Yes
50609580604,Female,0,Yes,Yes
27456698341,Female,0,Yes,Yes
98590742911,Male,0,Yes,No
41429049570,Female,0,No,No
77625384705,Male,0,Yes,No
66919530104,Female,0,Yes,Yes
64728617491,Male,0,Yes,Yes
68590262944,Male,0,Yes,Yes
76116628648,Female,0,No,No
60349824649,Male,0,Yes,Yes
89670165652,Male,0,Yes,Yes
27740215708,Male,0,No,No
23125242363,Female,0,No,No
52560085879,Male,0,Yes,Yes
94961721565,Male,0,Yes,Yes
5205353163,Male,1,No,No
31845605977,Male,0,No,No
93423221070,Female,0,Yes,Yes
91294431480,Female,0,Yes,No
14087834360,Female,0,No,No
77982402178,Male,0,No,No
16823137940,Male,0,No,Yes
98181009649,Male,0,Yes,Yes
24265789633,Male,0,Yes,No
35587745236,Female,0,No,No
63488823733,Female,0,No,No
25442253510,Male,0,Yes,Yes
11788280504,Male,0,Yes,Yes
3455388205,Female,0,No,No
87204767608,Female,0,Yes,Yes
66082887433,Female,1,No,No
58712075370,Male,0,No,No
13685931512,Male,0,No,No
26210741460,Female,0,No,No
43010614446,Female,0,Yes,Yes
52996457404,Male,0,No,No
43319971115,Female,0,No,No
53334972909,Female,1,No,No
69701003403,Female,0,Yes,Yes
34499758548,Male,0,Yes,Yes
86188817838,Female,0,No,No
60215992768,Male,0,No,No
94376382760,Male,0,No,No
49033122243,Male,0,No,No
39548070413,Female,0,No,Yes
73148368762,Male,0,No,No
47774070397,Female,0,Yes,Yes
66656007694,Male,1,Yes,No
22821282141,Female,0,No,No
93868278400,Female,0,No,No
72643933052,Male,0,Yes,No
45969206644,Female,0,No,No
60485312301,Male,0,Yes,Yes
44358498108,Female,0,No,No
18465124256,Male,0,No,No
10637817010,Female,0,No,No
48364811630,Female,1,Yes,No
59558594202,Female,0,No,No
19379313667,Female,0,No,No
36597276795,Female,0,Yes,No
68777593545,Female,0,No,No
86134174939,Female,0,Yes,Yes
19538088409,Male,0,Yes,Yes
26723399021,Female,0,Yes,No
76150011100,Female,0,No,No
39154804442,Male,0,Yes,Yes
23647921424,Male,0,No,No
99010861678,Female,0,Yes,Yes
47904991543,Female,0,Yes,Yes
73806799610,Male,0,Yes,No
73672096121,Female,0,Yes,No
2372643231,Female,0,No,No
5869972450,Female,0,Yes,Yes
59715579396,Male,0,No,No
27701154990,Female,0,No,No
17732609603,Female,1,No,No
85688886153,Female,0,No,No
8597358696,Female,0,Yes,Yes
79433644735,Female,0,Yes,Yes
2632767679,Female,0,Yes,Yes
59645876664,Male,1,No,No
94947155353,Female,0,No,No
47450240530,Female,0,Yes,No
37729084899,Male,0,Yes,No
96539450338,Female,0,Yes,Yes
75480780565,Female,0,Yes,No
38338569399,Female,0,Yes,No
29136964816,Female,0,Yes,Yes
4073730479,Female,0,No,No
15063240534,Female,0,No,No
10265838703,Female,0,No,No
96334674625,Female,0,No,No
46603327309,Male,0,Yes,Yes
99741592027,Female,0,Yes,No
94101027668,Female,0,Yes,Yes
7819516402,Female,0,No,Yes
84977973887,Female,0,Yes,Yes
33061443550,Male,0,Yes,Yes
75478935034,Female,0,No,No
52602706817,Male,0,Yes,No
75670718194,Male,0,Yes,Yes
29236139108,Male,0,Yes,Yes
23774599866,Female,0,No,Yes
41337687014,Female,1,No,No
58079106568,Male,0,No,No
10640707874,Male,0,Yes,Yes
38478483055,Female,0,Yes,No
34857365464,Female,0,Yes,No
4492728007,Male,0,Yes,No
90317883682,Male,0,Yes,Yes
43167859822,Male,0,No,No
44408895903,Male,0,No,No
30320756025,Male,0,No,No
52699015288,Female,0,No,No
30299966380,Male,0,Yes,Yes
30923565434,Male,0,No,No
3079915470,Male,0,Yes,No
2732012980,Female,0,Yes,No
53185004205,Male,1,Yes,No
31820682021,Female,1,No,No
48109305482,Female,0,Yes,Yes
84738577980,Male,1,No,No
73982455308,Male,0,Yes,Yes
81518272380,Female,0,No,No
82642951855,Male,0,No,No
52557688126,Male,0,Yes,No
55903081940,Female,0,No,No
69544876197,Female,0,Yes,No
50488491592,Female,0,No,No
8924464043,Male,0,Yes,Yes
35076955537,Female,0,Yes,Yes
93558810880,Female,0,Yes,Yes
22775477780,Female,1,No,No
74592541260,Male,0,Yes,Yes
38724937959,Male,0,Yes,No
79007045580,Male,0,No,No
94849674186,Female,0,No,No
66239567191,Female,0,No,No
25593502706,Male,0,No,Yes
67490641241,Female,0,No,No
27276531406,Male,0,No,Yes
51341700534,Female,0,Yes,Yes
45583455934,Female,0,Yes,Yes
55621683323,Female,0,No,No
57668089500,Female,0,No,No
4910860401,Male,0,No,No
31715578511,Male,0,Yes,Yes
21979336806,Male,0,Yes,No
60931608902,Female,0,No,No
88850105550,Male,0,No,No
83911153210,Female,0,No,No
2640093398,Female,0,No,No
39637902023,Female,0,No,Yes
38878218820,Female,0,Yes,Yes
93844781641,Female,0,Yes,Yes
76634208379,Female,0,Yes,Yes
48124266425,Female,0,Yes,No
74264404789,Female,0,Yes,No
83279663750,Female,0,Yes,Yes
95818774449,Male,0,No,No
99246871405,Male,0,No,Yes
46939953124,Female,0,No,Yes
55664239492,Male,0,Yes,Yes
2690896400,Male,0,Yes,Yes
96668118208,Male,1,Yes,No
29232468700,Female,1,No,No
22037337809,Female,0,No,No
40613867432,Female,0,No,No
85783045519,Female,0,No,No
96576578652,Male,0,No,No
80055126782,Male,0,Yes,No
64494363286,Female,1,No,No
70561465380,Female,0,Yes,Yes
44200421844,Male,0,No,No
67471520345,Male,0,Yes,No
51919850520,Female,0,Yes,Yes
65133585071,Male,0,No,No
81432298747,Female,0,No,No
66327904297,Female,0,No,No
33810608998,Male,0,No,No
17005229142,Male,0,Yes,Yes
84574965908,Male,0,Yes,No
90527025941,Male,0,No,No
96114358350,Female,0,Yes,Yes
4077513006,Female,0,No,No
61092216863,Female,1,No,No
97453714753,Male,0,No,No
32043192701,Male,0,No,No
43126665632,Female,0,No,Yes
2336165511,Female,1,No,No
80624755576,Female,1,Yes,No
26720367056,Male,0,Yes,No
27510056837,Female,0,Yes,Yes
70690571135,Male,0,No,No
21816793205,Female,0,Yes,Yes
35393305427,Female,0,No,No
84951657082,Male,0,No,No
79432183025,Male,0,No,No
24264685567,Female,0,No,No
19020411519,Male,0,Yes,Yes
48805109398,Male,1,No,No
34653363307,Female,0,No,No
5754370067,Male,0,No,No
98416437742,Female,0,No,No
2170470174,Female,0,No,No
25928339780,Male,0,Yes,No
17856817615,Male,0,Yes,Yes
97505917390,Female,0,Yes,Yes
93010559100,Male,0,No,Yes
69833179398,Female,0,No,No
64708944020,Male,0,Yes,Yes
65452593500,Male,0,No,Yes
70765094665,Female,0,No,No
20785622705,Male,0,No,Yes
19260261104,Male,0,No,No
86801093630,Female,0,Yes,Yes
9194908168,Male,0,Yes,Yes
70032762836,Male,0,No,No
5877770101,Female,0,No,No
49726821169,Male,0,No,Yes
95696460712,Female,0,Yes,No
73595691920,Male,0,Yes,Yes
22051356351,Male,0,No,Yes
97489250056,Male,0,No,No
75167486769,Male,0,No,No
35818217701,Female,0,No,No
48747793520,Male,0,No,No
99584383566,Male,0,No,No
69997125223,Male,0,No,Yes
1930646933,Female,0,Yes,Yes
12671919611,Female,0,No,No
99335303135,Female,0,Yes,No
38783056807,Female,0,Yes,No
28753355296,Female,0,Yes,Yes
62029487449,Female,0,Yes,Yes
78112826900,Male,0,No,No
93451739275,Female,0,No,No
22931778664,Female,0,No,No
50394750551,Male,0,No,No
57779174379,Male,0,Yes,Yes
12434535321,Male,0,No,No
81157509215,Female,0,No,Yes
72094803660,Male,0,No,No
95756294341,Male,0,Yes,No
39168670834,Male,0,Yes,No
85506943989,Female,0,No,No
44101042764,Male,0,No,No
97493549230,Female,1,No,No
10181889676,Male,0,No,Yes
99132935706,Female,0,Yes,No
53848111535,Male,0,No,No
70347560156,Female,0,No,No
64262455424,Male,0,No,No
62021354687,Male,0,No,No
92239407107,Male,0,No,No
73434660976,Female,1,No,No
54700603909,Female,0,No,No
81079516387,Male,0,No,No
52141202221,Female,0,No,No
41756168024,Female,0,Yes,Yes
95641854166,Female,0,Yes,Yes
33366502835,Male,0,No,No
59156581726,Male,0,Yes,No
91578290554,Female,1,No,No
24922191194,Male,0,No,No
42999481497,Male,0,Yes,Yes
14013856999,Male,0,Yes,Yes
93914265221,Female,0,No,No
1201740223,Female,0,No,No
9844698855,Male,0,No,Yes
86659481800,Male,0,No,No
27291367549,Male,0,No,No
91644915367,Female,0,Yes,Yes
21801130809,Female,1,No,No
52315682363,Male,0,No,No
42840224666,Male,1,No,No
26713202560,Female,1,No,No
34238670787,Male,0,Yes,Yes
76042939807,Female,0,Yes,Yes
76674087777,Female,0,No,No
21075240093,Male,0,Yes,Yes
33051097268,Female,0,No,No
47254265479,Male,0,Yes,Yes
16893927622,Female,0,No,Yes
39852381890,Male,0,Yes,No
28936327852,Male,0,No,No
68070423536,Female,0,No,No
73189959366,Female,0,Yes,No
11699213534,Female,0,Yes,No
34705070747,Male,0,No,Yes
75088494939,Male,0,Yes,Yes
99635768699,Male,0,No,No
62138059588,Male,0,Yes,Yes
19484542204,Female,1,No,No
59551330544,Male,0,No,No
91541963539,Female,0,No,No
11096745119,Female,0,Yes,Yes
36365905025,Male,0,No,No
41737223465,Female,0,No,No
26787032315,Female,0,Yes,Yes
81281718955,Male,1,No,No
93547521106,Male,0,No,No
27596373100,Male,0,Yes,No
14933108870,Male,0,Yes,No
62306594090,Female,0,No,No
3818036438,Male,0,Yes,No
85100218215,Female,0,No,No
41408170205,Female,0,No,No
84616878765,Male,0,No,No
32149997029,Male,1,Yes,No
32043474359,Male,1,No,Yes
34421065161,Male,1,No,No
460104160,Male,0,Yes,No
31355579449,Male,0,Yes,Yes
20722395671,Female,0,Yes,Yes
72176189833,Male,0,No,No
98787767783,Female,0,No,Yes
51387712306,Female,0,No,No
98189397273,Female,0,No,No
4873045193,Male,1,No,No
94558681720,Female,0,No,No
34188079681,Male,0,Yes,Yes
40315758589,Male,0,No,No
93918536254,Male,0,Yes,No
5449339232,Male,0,No,No
71954063857,Female,0,Yes,No
56702071574,Male,0,No,Yes
37842055505,Female,0,No,No
53544078937,Female,0,Yes,Yes
67788892254,Male,0,Yes,Yes
10072040955,Male,0,No,No
47112461774,Female,0,No,No
57804104880,Male,0,Yes,Yes
66718644200,Male,0,Yes,No
62447049838,Female,0,No,No
67110187705,Male,0,No,No
3325704441,Male,0,Yes,No
30732466814,Male,0,Yes,Yes
99749030419,Female,0,No,No
38177998960,Male,0,Yes,Yes
92469247039,Female,0,No,No
48113018620,Male,0,No,No
43231456592,Male,0,No,No
18127591777,Male,0,Yes,Yes
343743299,Female,0,Yes,No
56740536260,Female,0,No,No
51231154128,Female,0,No,No
11902060725,Female,0,No,No
13693005222,Female,0,Yes,No
21442673591,Male,0,Yes,Yes
38425611644,Female,0,Yes,Yes
15999442605,Female,0,No,No
18455375809,Female,0,No,No
26829508177,Male,0,Yes,No
49940232390,Female,0,Yes,No
58593580327,Female,0,No,No
52880507596,Female,0,No,No
7819735465,Male,0,No,No
42524777782,Female,0,Yes,Yes
44496493039,Male,0,No,Yes
46400606963,Female,0,No,No
88264862713,Female,0,Yes,Yes
55377938577,Female,0,No,No
46091210424,Male,0,Yes,No
7254539668,Male,1,Yes,No
1609932455,Female,0,Yes,No
70792625188,Female,1,No,No
74316032585,Male,0,Yes,No
3943988406,Male,0,Yes,Yes
42789523681,Male,0,No,No
17949645415,Male,1,No,No
95957812749,Male,0,No,No
31742718353,Male,0,No,No
22402393602,Male,1,Yes,No
27617640480,Male,0,No,No
4655112875,Female,0,No,No
63811050206,Female,0,Yes,Yes
28920745927,Male,0,No,No
52827677407,Female,0,No,No
23935433760,Male,0,No,No
32783969289,Female,0,Yes,Yes
15100260700,Male,0,Yes,No
72143486910,Female,0,No,No
65371557385,Female,0,No,No
10520898362,Male,0,No,No
18730950740,Male,0,No,No
93377312900,Female,0,Yes,No
73414850273,Male,0,No,No
75908268046,Male,0,No,No
9072208781,Male,0,Yes,Yes
12189452309,Male,0,Yes,No
95960233142,Female,0,Yes,Yes
59987517528,Male,0,Yes,Yes
79032308831,Male,0,Yes,Yes
80609417550,Male,0,Yes,Yes
2413007890,Female,0,No,No
86758755843,Female,0,No,No
50959145060,Female,0,No,No
49723669404,Male,0,Yes,No
